"GISJOIN","FIPS","ADI_NATRANK","ADI_STATERNK"
"G29009500141112","290950141112","26","1"
"G29009500141121","290950141121","25","1"
"G29009500141201","290950141201","31","1"
"G29009500141202","290950141202","45","2"
"G29009500141211","290950141211","66","5"
"G29009500141212","290950141212","69","5"
"G29009500141213","290950141213","65","5"
"G29009500141214","290950141214","66","5"
"G29009500141215","290950141215","65","5"
"G29009500141221","290950141221","36","2"
"G29009500141231","290950141231","63","4"
"G29009500141232","290950141232","82","7"
"G29009500141241","290950141241","64","5"
"G29009500141242","290950141242","67","5"
"G29009500141243","290950141243","69","5"
"G29009500141251","290950141251","35","2"
"G29009500141252","290950141252","35","2"
"G29009500141261","290950141261","53","3"
"G29009500141262","290950141262","50","3"
"G29009500141263","290950141263","69","5"
"G29009500141264","290950141264","54","3"
"G29009500141265","290950141265","53","3"
"G29009500141271","290950141271","62","4"
"G29009500141272","290950141272","82","7"
"G29009500141281","290950141281","63","4"
"G29009500141282","290950141282","63","4"
"G29009500141283","290950141283","60","4"
"G29009500141284","290950141284","69","5"
"G29009500142031","290950142031","27","1"
"G29009500142032","290950142032","20","1"
"G29009500142033","290950142033","55","3"
"G29009500142051","290950142051","47","3"
"G29009500142052","290950142052","55","3"
"G29009500142053","290950142053","59","4"
"G29009500142061","290950142061","17","1"
"G29009500142062","290950142062","25","1"
"G29009500142063","290950142063","28","1"
"G29009500143001","290950143001","58","4"
"G29009500143002","290950143002","36","2"
"G29009500143003","290950143003","70","5"
"G29009500143004","290950143004","61","4"
"G29009500144001","290950144001","46","2"
"G29009500144002","290950144002","30","1"
"G29009500145011","290950145011","57","4"
"G29009500145012","290950145012","62","4"
"G29009500145013","290950145013","67","5"
"G29009500145014","290950145014","57","4"
"G29009500145031","290950145031","98","10"
"G29009500145032","290950145032","94","9"
"G29009500145041","290950145041","62","4"
"G29009500145042","290950145042","65","5"
"G29009500145043","290950145043","56","4"
"G29009500146011","290950146011","74","6"
"G29009500146012","290950146012","71","6"
"G29009500146013","290950146013","68","5"
"G29009500146014","290950146014","63","4"
"G29009500146031","290950146031","64","5"
"G29009500146032","290950146032","69","5"
"G29009500146033","290950146033","67","5"
"G29009500146041","290950146041","74","6"
"G29009500146042","290950146042","79","7"
"G29009500146043","290950146043","72","6"
"G29009500146044","290950146044","75","6"
"G29009500147011","290950147011","40","2"
"G29009500147012","290950147012","52","3"
"G29009500147013","290950147013","56","4"
"G29009500147021","290950147021","57","4"
"G29009500147022","290950147022","56","4"
"G29009500147023","290950147023","57","4"
"G29009500148041","290950148041","37","2"
"G29009500148042","290950148042","21","1"
"G29009500148061","290950148061","46","2"
"G29009500148062","290950148062","36","2"
"G29009500148063","290950148063","44","2"
"G29009500149021","290950149021","46","2"
"G29009500149022","290950149022","90","9"
"G29009500149031","290950149031","36","2"
"G29009500149032","290950149032","36","2"
"G29009500149033","290950149033","34","1"
"G29009500149041","290950149041","56","4"
"G29009500149042","290950149042","47","3"
"G29009500149043","290950149043","51","3"
"G29009500149044","290950149044","53","3"
"G29009500149051","290950149051","65","5"
"G29009500149052","290950149052","35","2"
"G29009500149053","290950149053","27","1"
"G29009500149054","290950149054","41","2"
"G29009500150001","290950150001","39","2"
"G29009500150002","290950150002","72","6"
"G29009500150003","290950150003","77","7"
"G29009500151001","290950151001","62","4"
"G29009500151002","290950151002","80","7"
"G29009500151003","290950151003","66","5"
"G29009500152001","290950152001","38","2"
"G29009500152002","290950152002","12","1"
"G29009500152003","290950152003","QDI","QDI"
"G29009500153001","290950153001","95","10"
"G29009500153002","290950153002","93","9"
"G29009500153003","290950153003","41","2"
"G29009500154011","290950154011","78","7"
"G29009500154012","290950154012","81","7"
"G29009500154013","290950154013","81","7"
"G29009500154021","290950154021","78","7"
"G29009500154022","290950154022","78","7"
"G29009500155001","290950155001","98","10"
"G29009500155002","290950155002","PH","PH"
"G29009500155003","290950155003","99","10"
"G29009500156001","290950156001","99","10"
"G29009500156002","290950156002","99","10"
"G29009500156003","290950156003","98","10"
"G29009500157011","290950157011","51","3"
"G29009500157012","290950157012","40","2"
"G29009500157021","290950157021","34","1"
"G29009500157022","290950157022","45","2"
"G29009500157023","290950157023","47","3"
"G29009500158001","290950158001","41","2"
"G29009500158002","290950158002","GQ","GQ"
"G29009500159001","290950159001","67","5"
"G29009500159002","290950159002","GQ","GQ"
"G29009500160001","290950160001","100","10"
"G29009500160002","290950160002","94","9"
"G29009500161001","290950161001","72","6"
"G29009500161002","290950161002","74","6"
"G29009500162001","290950162001","89","8"
"G29009500162002","290950162002","90","9"
"G29009500163001","290950163001","99","10"
"G29009500163002","290950163002","97","10"
"G29009500163003","290950163003","96","10"
"G29009500164001","290950164001","99","10"
"G29009500165001","290950165001","100","10"
"G29009500165002","290950165002","99","10"
"G29009500166001","290950166001","95","10"
"G29009500166002","290950166002","95","10"
"G29009500167001","290950167001","50","3"
"G29009500167002","290950167002","53","3"
"G29009500167003","290950167003","50","3"
"G29009500167004","290950167004","50","3"
"G29009500168011","290950168011","65","5"
"G29009500168012","290950168012","65","5"
"G29009500168013","290950168013","65","5"
"G29009500168021","290950168021","51","3"
"G29009500168022","290950168022","52","3"
"G29009500169001","290950169001","74","6"
"G29009500169002","290950169002","98","10"
"G29009500169003","290950169003","100","10"
"G29009500170001","290950170001","91","9"
"G29009500170002","290950170002","97","10"
"G29009500171001","290950171001","96","10"
"G29009500171002","290950171002","97","10"
"G29009500171003","290950171003","97","10"
"G29009500171004","290950171004","98","10"
"G29009500172001","290950172001","84","8"
"G29009500172002","290950172002","84","8"
"G29009500172003","290950172003","84","8"
"G29009500172004","290950172004","84","8"
"G29009500173001","290950173001","45","2"
"G29009500173002","290950173002","48","3"
"G29009500173003","290950173003","50","3"
"G29009500173004","290950173004","45","2"
"G29009500174001","290950174001","86","8"
"G29009500174002","290950174002","87","8"
"G29009500174003","290950174003","87","8"
"G29009500175001","290950175001","QDI","QDI"
"G29009500175002","290950175002","74","6"
"G29009500176001","290950176001","64","5"
"G29009500176002","290950176002","48","3"
"G29009500176003","290950176003","65","5"
"G29009500176004","290950176004","54","3"
"G29009500177001","290950177001","54","3"
"G29009500177002","290950177002","62","4"
"G29009500177003","290950177003","60","4"
"G29009500177004","290950177004","53","3"
"G29009500178001","290950178001","48","3"
"G29009500178002","290950178002","51","3"
"G29009500178003","290950178003","47","3"
"G29009500178004","290950178004","43","2"
"G29009500179001","290950179001","52","3"
"G29009500179002","290950179002","47","3"
"G29009500179003","290950179003","55","3"
"G29009500179004","290950179004","47","3"
"G29009500180001","290950180001","68","5"
"G29009500180002","290950180002","71","6"
"G29009500180003","290950180003","69","5"
"G29009500181011","290950181011","20","1"
"G29009500181012","290950181012","37","2"
"G29009500181013","290950181013","21","1"
"G29009500181021","290950181021","22","1"
"G29009500182001","290950182001","19","1"
"G29009500182002","290950182002","25","1"
"G29009500185001","290950185001","19","1"
"G29009500185002","290950185002","40","2"
"G29009500185003","290950185003","39","2"
"G29009500186001","290950186001","43","2"
"G29009500186002","290950186002","46","2"
"G29009500193011","290950193011","54","3"
"G29009500193012","290950193012","59","4"
"G29009500193021","290950193021","46","2"
"G29009500193022","290950193022","36","2"
"G29009509801011","290959801011","PH","PH"
"G29009509808021","290959808021","PH","PH"
"G29009509883001","290959883001","57","4"
"G29009509891001","290959891001","PH","PH"
"G29009509892001","290959892001","PH","PH"
"G29009700101001","290970101001","GQ","GQ"
"G29009700101002","290970101002","93","9"
"G29009700101003","290970101003","93","9"
"G29009700101004","290970101004","93","9"
"G29009700102001","290970102001","59","4"
"G29009700102002","290970102002","76","6"
"G29009700102003","290970102003","79","7"
"G29009700102004","290970102004","84","8"
"G29009700103011","290970103011","68","5"
"G29009700103012","290970103012","62","4"
"G29009700103013","290970103013","99","10"
"G29009700103021","290970103021","72","6"
"G29009700103022","290970103022","68","5"
"G29009700104001","290970104001","70","5"
"G29009700104002","290970104002","68","5"
"G29009700104003","290970104003","80","7"
"G29009700104004","290970104004","48","3"
"G29009700105001","290970105001","59","4"
"G29009700105002","290970105002","81","7"
"G29009700105003","290970105003","57","4"
"G29009700105004","290970105004","74","6"
"G29009700105005","290970105005","75","6"
"G29009700105006","290970105006","77","7"
"G29009700106011","290970106011","82","7"
"G29009700106012","290970106012","83","8"
"G29009700106013","290970106013","83","8"
"G29009700106021","290970106021","89","8"
"G29009700106022","290970106022","84","8"
"G29009700106023","290970106023","87","8"
"G29009700107001","290970107001","86","8"
"G29009700107002","290970107002","83","8"
"G29009700107003","290970107003","70","5"
"G29009700108001","290970108001","98","10"
"G29009700108002","290970108002","97","10"
"G29009700108003","290970108003","96","10"
"G29009700108004","290970108004","94","9"
"G29009700108005","290970108005","91","9"
"G29009700109011","290970109011","67","5"
"G29009700109012","290970109012","94","9"
"G29009700109021","290970109021","70","5"
"G29009700109022","290970109022","75","6"
"G29009700110001","290970110001","93","9"
"G29009700110002","290970110002","94","9"
"G29009700110003","290970110003","94","9"
"G29009700110004","290970110004","97","10"
"G29009700110005","290970110005","97","10"
"G29009700111001","290970111001","58","4"
"G29009700111002","290970111002","88","8"
"G29009700112011","290970112011","53","3"
"G29009700112012","290970112012","60","4"
"G29009700112021","290970112021","68","5"
"G29009700112022","290970112022","92","9"
"G29009700113011","290970113011","50","3"
"G29009700113012","290970113012","56","4"
"G29009700113013","290970113013","68","5"
"G29009700113021","290970113021","69","5"
"G29009700113022","290970113022","87","8"
"G29009700113023","290970113023","61","4"
"G29009700114001","290970114001","78","7"
"G29009700114002","290970114002","71","6"
"G29009700114003","290970114003","72","6"
"G29009700114004","290970114004","82","7"
"G29009700115011","290970115011","53","3"
"G29009700115012","290970115012","93","9"
"G29009700115013","290970115013","91","9"
"G29009700115014","290970115014","94","9"
"G29009700115021","290970115021","70","5"
